movieId,title,year,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Thriller,War,Western,rating
87,Dunston Checks In,1996,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6666666666666667
88,Black Sheep,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.891304347826087
89,Nick of Time,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.4411764705882355
92,Mary Reilly,1996,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3.5416666666666665
93,Vampire in Brooklyn,1995,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2.227272727272727
94,Beautiful Girls,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3.5681818181818183
95,Broken Arrow,1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.177419354838709
96,In the Bleak Midwinter,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
97,"Hate (Haine, La)",1995,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.875
98,Shopping,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
99,Heidi Fleiss: Hollywood Madam,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.75
100,City Hall,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.4285714285714284
101,Bottle Rocket,1996,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.882352941176471
102,Mr. Wrong,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.590909090909091
103,Unforgettable,1996,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4.0
104,Happy Gilmore,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.292553191489361
105,"Bridges of Madison County, The",1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.114583333333333
107,Muppet Treasure Island,1996,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.462962962962963
108,Catwalk,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
110,Braveheart,1995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.945175438596491
111,Taxi Driver,1976,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4.22457627118644
112,Rumble in the Bronx (Hont faan kui),1995,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.295918367346939
113,Before and After,1996,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.2
114,Margaret's Museum,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
116,Anne Frank Remembered,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.75
117,"Young Poisoner's Handbook, The",1995,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0
118,If Lucy Fell,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.8
119,"Steal Big, Steal Little",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
121,"Boys of St. Vincent, The",1992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.8
122,Boomerang,1992,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0526315789473686
123,Chungking Express (Chung Hing sam lam),1994,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,4.0
124,"Star Maker, The (Uomo delle stelle, L')",1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
125,Flirting With Disaster,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7142857142857135
126,"NeverEnding Story III, The",1994,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.7
129,Pie in the Sky,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
130,Angela,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.5
131,Frankie Starlight,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0
132,Jade,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.875
135,Down Periscope,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
137,Man of the Year,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
140,Up Close and Personal,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.4782608695652173
141,"Birdcage, The",1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5806451612903225
144,"Brothers McMullen, The",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3269230769230766
145,Bad Boys,1995,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3.2790697674418605
146,"Amazing Panda Adventure, The",1995,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333333333333333
147,"Basketball Diaries, The",1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6428571428571432
148,"Awfully Big Adventure, An",1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0
149,Amateur,1994,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4.333333333333333
151,Rob Roy,1995,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3.5625
152,"Addiction, The",1995,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3.8333333333333335
153,Batman Forever,1995,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.7829457364341086
154,Beauty of the Day (Belle de jour),1967,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.8125
155,Beyond Rangoon,1995,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.055555555555556
156,Blue in the Face,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.954545454545455
157,Canadian Bacon,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.375
158,Casper,1995,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8706896551724137
159,Clockers,1995,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3.9375
160,Congo,1995,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.3412698412698414
161,Crimson Tide,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3.83125
162,Crumb,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.136363636363637
163,Desperado,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.5158730158730163
164,Devil in a Blue Dress,1995,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,3.5576923076923075
165,Die Hard: With a Vengeance,1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.443661971830986
166,"Doom Generation, The",1995,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0
167,Feast of July,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0
168,First Knight,1995,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.1162790697674416
170,Hackers,1995,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.2884615384615383
171,Jeffrey,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.333333333333333
172,Johnny Mnemonic,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5729166666666665
173,Judge Dredd,1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.5642857142857145
174,Jury Duty,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25
175,Kids,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.9565217391304346
176,Living in Oblivion,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7777777777777777
177,Lord of Illusions,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.8846153846153846
178,Love & Human Remains,1993,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.7
179,Mad Love,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.5
180,Mallrats,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.3068181818181817
181,Mighty Morphin Power Rangers: The Movie,1995,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
183,Mute Witness,1994,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,5.0
184,Nadja,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.5
185,"Net, The",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.1029411764705883
186,Nine Months,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.875
187,Party Girl,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.833333333333333
188,"Prophecy, The",1995,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3.125
189,Reckless,1995,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
190,Safe,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.8333333333333335
191,"Scarlet Letter, The",1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0
193,Showgirls,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.3142857142857145
194,Smoke,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.291666666666667
195,Something to Talk About,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3.2142857142857144
196,Species,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.8090909090909095
198,Strange Days,1995,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,3.4418604651162785
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",1964,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3.333333333333333
200,"Tie That Binds, The",1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
201,Three Wishes,1995,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.0
202,Total Eclipse,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0
203,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3043478260869565
205,Unstrung Heroes,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0
206,Unzipped,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6
207,"Walk in the Clouds, A",1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.375
208,Waterworld,1995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.7522123893805306
209,White Man's Burden,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.6
211,"Browning Version, The",1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.333333333333333
213,Burnt by the Sun (Utomlyonnye solntsem),1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.222222222222221
214,Before the Rain (Pred dozhdot),1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.0
215,Before Sunrise,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.7222222222222223
216,Billy Madison,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.023809523809524
217,"Babysitter, The",1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.7142857142857144
218,Boys on the Side,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.333333333333333
219,"Cure, The",1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.25
220,Castle Freak,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0
222,Circle of Friends,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.9318181818181817
223,Clerks,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.963302752293578
224,Don Juan DeMarco,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3.6
225,Disclosure,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.1730769230769234
227,Drop Zone,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.15625
228,Destiny Turns on the Radio,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
229,Death and the Maiden,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.083333333333333
230,Dolores Claiborne,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.7
231,Dumb & Dumber (Dumb and Dumber),1994,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1107594936708862
232,Eat Drink Man Woman (Yin shi nan nu),1994,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.208333333333333
233,Exotica,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.269230769230768
234,Exit to Eden,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75
235,Ed Wood,1994,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.9038461538461537
236,French Kiss,1995,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.3583333333333334
237,Forget Paris,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.1911764705882355
238,Far From Home: The Adventures of Yellow Dog,1995,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
239,"Goofy Movie, A",1995,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.933333333333333
240,Hideaway,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.4
241,Fluke,1995,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.5
242,Farinelli: il castrato,1994,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.75
243,Gordy,1995,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
244,Gumby: The Movie,1995,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
245,The Glass Shield,1994,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0
246,Hoop Dreams,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0409836065573765
247,Heavenly Creatures,1994,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.651162790697674
248,Houseguest,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1538461538461537
249,Immortal Beloved,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.375
250,Heavyweights (Heavy Weights),1995,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25
251,"Hunted, The",1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
252,I.Q.,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0609756097560976
253,Interview with the Vampire: The Vampire Chronicles,1994,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3.3960000000000004
254,Jefferson in Paris,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
255,"Jerky Boys, The",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2
256,Junior,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.702380952380953
257,Just Cause,1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.5769230769230766
258,"Kid in King Arthur's Court, A",1995,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2.5
259,Kiss of Death,1995,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3.7
260,Star Wars: Episode IV - A New Hope,1977,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.221649484536083
261,Little Women,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7156862745098036
262,"Little Princess, A",1995,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.85
263,Ladybird Ladybird,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
264,"Enfer, L'",1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.5
265,Like Water for Chocolate (Como agua para chocolate),1992,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3.879032258064516
266,Legends of the Fall,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,3.4863013698630136
267,Major Payne,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.730769230769231
268,Little Odessa,1994,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.25
269,My Crazy Life (Mi vida loca),1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6666666666666665
270,Love Affair,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.2222222222222223
271,Losing Isaiah,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.5
272,"Madness of King George, The",1994,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0
273,Mary Shelley's Frankenstein (Frankenstein),1994,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3.1296296296296298
274,Man of the House,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665
