"gender","wave","match","attr1_1","sinc1_1","intel1_1","fun1_1"
1,1,0,30,5,15,40
1,1,1,30,5,15,40
1,1,1,30,5,15,40
1,1,1,30,5,15,40
1,1,1,30,5,15,40
1,1,1,30,5,15,40
1,1,1,30,5,15,40
1,1,0,30,5,15,40
1,1,1,30,10,20,10
1,1,0,30,10,20,10
1,1,0,30,10,20,10
1,1,0,30,10,20,10
1,1,0,30,10,20,10
1,1,0,30,10,20,10
1,1,0,30,10,20,10
1,1,1,30,10,20,10
1,1,1,30,10,20,10
1,1,0,30,10,20,10
1,1,0,50,0,30,10
1,1,0,50,0,30,10
1,1,0,50,0,30,10
1,1,0,50,0,30,10
1,1,0,50,0,30,10
1,1,0,50,0,30,10
1,1,0,50,0,30,10
1,1,1,50,0,30,10
1,1,1,50,0,30,10
1,1,0,50,0,30,10
1,1,0,35,15,25,10
1,1,0,35,15,25,10
1,1,0,35,15,25,10
1,1,0,35,15,25,10
1,1,0,35,15,25,10
1,1,0,35,15,25,10
1,1,0,35,15,25,10
1,1,0,35,15,25,10
1,1,1,35,15,25,10
1,1,0,35,15,25,10
1,1,0,33.33,11.11,11.11,11.11
1,1,0,33.33,11.11,11.11,11.11
1,1,0,33.33,11.11,11.11,11.11
1,1,0,33.33,11.11,11.11,11.11
1,1,0,33.33,11.11,11.11,11.11
1,1,0,33.33,11.11,11.11,11.11
1,1,0,33.33,11.11,11.11,11.11
1,1,1,33.33,11.11,11.11,11.11
1,1,0,33.33,11.11,11.11,11.11
1,1,0,33.33,11.11,11.11,11.11
1,1,1,50,0,25,10
1,1,1,50,0,25,10
1,1,0,50,0,25,10
1,1,1,50,0,25,10
1,1,1,50,0,25,10
1,1,1,50,0,25,10
1,1,1,50,0,25,10
1,1,1,50,0,25,10
1,1,1,50,0,25,10
1,1,1,50,0,25,10
1,1,0,100,0,0,0
1,1,0,100,0,0,0
1,1,0,100,0,0,0
1,1,0,100,0,0,0
1,1,0,100,0,0,0
1,1,0,100,0,0,0
1,1,0,100,0,0,0
1,1,1,100,0,0,0
1,1,0,100,0,0,0
1,1,0,100,0,0,0
0,2,0,12,18,20,16
0,2,0,12,18,20,16
0,2,0,12,18,20,16
0,2,0,12,18,20,16
0,2,0,12,18,20,16
0,2,0,12,18,20,16
0,2,0,12,18,20,16
0,2,0,12,18,20,16
0,2,0,12,18,20,16
0,2,0,12,18,20,16
0,2,0,12,18,20,16
0,2,0,12,18,20,16
0,2,0,12,18,20,16
0,2,0,12,18,20,16
0,2,0,12,18,20,16
0,2,0,12,18,20,16
0,2,0,20,20,20,10
0,2,0,20,20,20,10
0,2,0,20,20,20,10
0,2,0,20,20,20,10
0,2,1,20,20,20,10
0,2,1,20,20,20,10
0,2,0,20,20,20,10
0,2,0,20,20,20,10
0,2,0,20,20,20,10
0,2,0,20,20,20,10
0,2,0,20,20,20,10
0,2,0,20,20,20,10
0,2,0,20,20,20,10
0,2,0,20,20,20,10
0,2,0,20,20,20,10
0,2,0,20,20,20,10
0,2,0,10,20,40,10
0,2,0,10,20,40,10
0,2,0,10,20,40,10
0,2,1,10,20,40,10
0,2,1,10,20,40,10
0,2,1,10,20,40,10
0,2,0,10,20,40,10
0,2,0,10,20,40,10
0,2,0,10,20,40,10
0,2,0,10,20,40,10
0,2,0,10,20,40,10
0,2,0,10,20,40,10
0,2,0,10,20,40,10
0,2,0,10,20,40,10
0,2,0,10,20,40,10
0,2,0,10,20,40,10
0,2,0,10,20,20,15
0,2,0,10,20,20,15
0,2,0,10,20,20,15
0,2,0,10,20,20,15
0,2,0,10,20,20,15
0,2,0,10,20,20,15
0,2,0,10,20,20,15
0,2,0,10,20,20,15
0,2,0,10,20,20,15
0,2,0,10,20,20,15
0,2,0,10,20,20,15
0,2,0,10,20,20,15
0,2,0,10,20,20,15
0,2,0,10,20,20,15
0,2,0,10,20,20,15
0,2,0,10,20,20,15
0,2,0,20,20,15,15
0,2,0,20,20,15,15
0,2,0,20,20,15,15
0,2,0,20,20,15,15
0,2,0,20,20,15,15
0,2,0,20,20,15,15
0,2,0,20,20,15,15
0,2,0,20,20,15,15
0,2,0,20,20,15,15
0,2,0,20,20,15,15
0,2,0,20,20,15,15
0,2,0,20,20,15,15
0,2,0,20,20,15,15
0,2,0,20,20,15,15
0,2,0,20,20,15,15
0,2,0,20,20,15,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,17,10,18,20
0,2,0,17,10,18,20
0,2,0,17,10,18,20
0,2,0,17,10,18,20
0,2,0,17,10,18,20
0,2,0,17,10,18,20
0,2,1,17,10,18,20
0,2,0,17,10,18,20
0,2,0,17,10,18,20
0,2,0,17,10,18,20
0,2,1,17,10,18,20
0,2,0,17,10,18,20
0,2,0,17,10,18,20
0,2,0,17,10,18,20
0,2,0,17,10,18,20
0,2,0,17,10,18,20
0,2,0,20,22,18,15
0,2,0,20,22,18,15
0,2,0,20,22,18,15
0,2,0,20,22,18,15
0,2,1,20,22,18,15
0,2,1,20,22,18,15
0,2,0,20,22,18,15
0,2,0,20,22,18,15
0,2,0,20,22,18,15
0,2,0,20,22,18,15
0,2,0,20,22,18,15
0,2,0,20,22,18,15
0,2,0,20,22,18,15
0,2,0,20,22,18,15
0,2,0,20,22,18,15
0,2,0,20,22,18,15
0,2,0,10,20,20,20
0,2,0,10,20,20,20
0,2,0,10,20,20,20
0,2,0,10,20,20,20
0,2,0,10,20,20,20
0,2,0,10,20,20,20
0,2,0,10,20,20,20
0,2,0,10,20,20,20
0,2,0,10,20,20,20
0,2,1,10,20,20,20
0,2,0,10,20,20,20
0,2,0,10,20,20,20
0,2,0,10,20,20,20
0,2,0,10,20,20,20
0,2,0,10,20,20,20
0,2,1,10,20,20,20
0,2,0,35,10,20,20
0,2,0,35,10,20,20
0,2,0,35,10,20,20
0,2,0,35,10,20,20
0,2,0,35,10,20,20
0,2,0,35,10,20,20
0,2,0,35,10,20,20
0,2,0,35,10,20,20
0,2,1,35,10,20,20
0,2,1,35,10,20,20
0,2,1,35,10,20,20
0,2,0,35,10,20,20
0,2,0,35,10,20,20
0,2,0,35,10,20,20
0,2,0,35,10,20,20
0,2,1,35,10,20,20
0,2,0,50,0,50,0
0,2,0,50,0,50,0
0,2,0,50,0,50,0
0,2,0,50,0,50,0
0,2,0,50,0,50,0
0,2,0,50,0,50,0
0,2,0,50,0,50,0
0,2,0,50,0,50,0
0,2,0,50,0,50,0
0,2,0,50,0,50,0
0,2,0,50,0,50,0
0,2,0,50,0,50,0
0,2,0,50,0,50,0
0,2,0,50,0,50,0
0,2,0,50,0,50,0
0,2,0,50,0,50,0
0,2,0,30,20,30,10
0,2,0,30,20,30,10
0,2,0,30,20,30,10
0,2,0,30,20,30,10
0,2,0,30,20,30,10
0,2,0,30,20,30,10
0,2,0,30,20,30,10
0,2,0,30,20,30,10
0,2,0,30,20,30,10
0,2,0,30,20,30,10
0,2,0,30,20,30,10
0,2,0,30,20,30,10
0,2,0,30,20,30,10
0,2,0,30,20,30,10
0,2,0,30,20,30,10
0,2,0,30,20,30,10
0,2,0,30,5,30,15
0,2,0,30,5,30,15
0,2,0,30,5,30,15
0,2,0,30,5,30,15
0,2,0,30,5,30,15
0,2,0,30,5,30,15
0,2,1,30,5,30,15
0,2,0,30,5,30,15
0,2,0,30,5,30,15
0,2,1,30,5,30,15
0,2,0,30,5,30,15
0,2,0,30,5,30,15
0,2,0,30,5,30,15
0,2,0,30,5,30,15
0,2,0,30,5,30,15
0,2,0,30,5,30,15
0,2,0,20,23,23,22
0,2,0,20,23,23,22
0,2,0,20,23,23,22
0,2,0,20,23,23,22
0,2,0,20,23,23,22
0,2,1,20,23,23,22
0,2,1,20,23,23,22
0,2,0,20,23,23,22
0,2,0,20,23,23,22
0,2,1,20,23,23,22
0,2,1,20,23,23,22
0,2,0,20,23,23,22
0,2,0,20,23,23,22
0,2,1,20,23,23,22
0,2,0,20,23,23,22
0,2,0,20,23,23,22
0,2,0,20,25,20,15
0,2,0,20,25,20,15
0,2,0,20,25,20,15
0,2,0,20,25,20,15
0,2,0,20,25,20,15
0,2,0,20,25,20,15
0,2,0,20,25,20,15
0,2,0,20,25,20,15
0,2,0,20,25,20,15
0,2,1,20,25,20,15
0,2,0,20,25,20,15
0,2,1,20,25,20,15
0,2,0,20,25,20,15
0,2,0,20,25,20,15
0,2,0,20,25,20,15
0,2,0,20,25,20,15
0,2,0,10,10,30,25
0,2,0,10,10,30,25
0,2,0,10,10,30,25
0,2,0,10,10,30,25
0,2,1,10,10,30,25
0,2,0,10,10,30,25
0,2,0,10,10,30,25
0,2,0,10,10,30,25
0,2,0,10,10,30,25
0,2,0,10,10,30,25
0,2,0,10,10,30,25
0,2,0,10,10,30,25
0,2,1,10,10,30,25
0,2,0,10,10,30,25
0,2,0,10,10,30,25
0,2,0,10,10,30,25
0,2,0,50,10,20,10
0,2,0,50,10,20,10
0,2,0,50,10,20,10
0,2,0,50,10,20,10
0,2,0,50,10,20,10
0,2,0,50,10,20,10
0,2,0,50,10,20,10
0,2,0,50,10,20,10
0,2,0,50,10,20,10
0,2,1,50,10,20,10
0,2,1,50,10,20,10
0,2,0,50,10,20,10
0,2,0,50,10,20,10
0,2,0,50,10,20,10
0,2,0,50,10,20,10
0,2,1,50,10,20,10
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,1,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
0,2,0,20,20,20,15
1,2,0,25,20,25,20
1,2,0,25,20,25,20
1,2,0,25,20,25,20
1,2,0,25,20,25,20
1,2,0,25,20,25,20
1,2,0,25,20,25,20
1,2,0,25,20,25,20
1,2,0,25,20,25,20
1,2,0,25,20,25,20
1,2,0,25,20,25,20
1,2,0,25,20,25,20
1,2,0,25,20,25,20
1,2,0,25,20,25,20
1,2,0,25,20,25,20
1,2,0,25,20,25,20
1,2,0,25,20,25,20
1,2,0,25,20,25,20
1,2,0,25,20,25,20
1,2,0,25,20,25,20
1,2,0,30,20,10,30
1,2,0,30,20,10,30
1,2,0,30,20,10,30
1,2,0,30,20,10,30
1,2,0,30,20,10,30
1,2,0,30,20,10,30
1,2,0,30,20,10,30
1,2,0,30,20,10,30
1,2,0,30,20,10,30
1,2,0,30,20,10,30
1,2,0,30,20,10,30
1,2,0,30,20,10,30
1,2,0,30,20,10,30
1,2,0,30,20,10,30
1,2,0,30,20,10,30
1,2,0,30,20,10,30
1,2,0,30,20,10,30
1,2,0,30,20,10,30
1,2,0,30,20,10,30
1,2,0,20,25,20,15
1,2,0,20,25,20,15
1,2,0,20,25,20,15
1,2,0,20,25,20,15
1,2,0,20,25,20,15
1,2,0,20,25,20,15
1,2,0,20,25,20,15
1,2,0,20,25,20,15
1,2,0,20,25,20,15
1,2,0,20,25,20,15
1,2,0,20,25,20,15
1,2,0,20,25,20,15
1,2,0,20,25,20,15
1,2,0,20,25,20,15
1,2,0,20,25,20,15
1,2,0,20,25,20,15
1,2,0,20,25,20,15
1,2,0,20,25,20,15
1,2,0,20,25,20,15
1,2,0,25,35,30,10
1,2,0,25,35,30,10
1,2,1,25,35,30,10
1,2,0,25,35,30,10
1,2,0,25,35,30,10
1,2,0,25,35,30,10
1,2,0,25,35,30,10
1,2,0,25,35,30,10
1,2,0,25,35,30,10
1,2,0,25,35,30,10
1,2,0,25,35,30,10
1,2,0,25,35,30,10
1,2,0,25,35,30,10
1,2,0,25,35,30,10
1,2,0,25,35,30,10
1,2,0,25,35,30,10
1,2,0,25,35,30,10
1,2,0,25,35,30,10
1,2,0,25,35,30,10
1,2,0,25,15,25,25
1,2,1,25,15,25,25
1,2,1,25,15,25,25
1,2,0,25,15,25,25
1,2,0,25,15,25,25
1,2,0,25,15,25,25
1,2,0,25,15,25,25
1,2,0,25,15,25,25
1,2,1,25,15,25,25
1,2,0,25,15,25,25
1,2,0,25,15,25,25
1,2,0,25,15,25,25
1,2,0,25,15,25,25
1,2,0,25,15,25,25
1,2,0,25,15,25,25
1,2,0,25,15,25,25
1,2,1,25,15,25,25
1,2,0,25,15,25,25
1,2,0,25,15,25,25
1,2,0,25,15,25,15
1,2,1,25,15,25,15
1,2,1,25,15,25,15
1,2,0,25,15,25,15
1,2,0,25,15,25,15
1,2,0,25,15,25,15
1,2,0,25,15,25,15
1,2,0,25,15,25,15
1,2,1,25,15,25,15
1,2,0,25,15,25,15
1,2,0,25,15,25,15
1,2,0,25,15,25,15
1,2,0,25,15,25,15
1,2,0,25,15,25,15
1,2,1,25,15,25,15
1,2,0,25,15,25,15
1,2,0,25,15,25,15
1,2,0,25,15,25,15
1,2,0,25,15,25,15
1,2,0,20,35,20,10
1,2,0,20,35,20,10
1,2,0,20,35,20,10
1,2,0,20,35,20,10
1,2,0,20,35,20,10
1,2,0,20,35,20,10
1,2,1,20,35,20,10
1,2,1,20,35,20,10
1,2,0,20,35,20,10
1,2,0,20,35,20,10
1,2,0,20,35,20,10
1,2,0,20,35,20,10
1,2,0,20,35,20,10
1,2,1,20,35,20,10
1,2,1,20,35,20,10
1,2,0,20,35,20,10
1,2,0,20,35,20,10
1,2,0,20,35,20,10
1,2,0,20,35,20,10
1,2,0,20,20,25,25
1,2,0,20,20,25,25
1,2,0,20,20,25,25
1,2,0,20,20,25,25
1,2,0,20,20,25,25
1,2,0,20,20,25,25
1,2,0,20,20,25,25
1,2,0,20,20,25,25
1,2,0,20,20,25,25
1,2,0,20,20,25,25
1,2,0,20,20,25,25
1,2,0,20,20,25,25
1,2,0,20,20,25,25
1,2,0,20,20,25,25
1,2,0,20,20,25,25
1,2,0,20,20,25,25
1,2,0,20,20,25,25
1,2,0,20,20,25,25
1,2,1,20,20,25,25
1,2,0,30,15,25,25
1,2,0,30,15,25,25
1,2,0,30,15,25,25
1,2,0,30,15,25,25
1,2,0,30,15,25,25
1,2,0,30,15,25,25
1,2,0,30,15,25,25
1,2,0,30,15,25,25
1,2,0,30,15,25,25
1,2,0,30,15,25,25
1,2,1,30,15,25,25
1,2,0,30,15,25,25
1,2,0,30,15,25,25
1,2,0,30,15,25,25
1,2,0,30,15,25,25
1,2,0,30,15,25,25
1,2,0,30,15,25,25
1,2,0,30,15,25,25
1,2,0,30,15,25,25
1,2,0,20,20,20,20
1,2,0,20,20,20,20
1,2,0,20,20,20,20
1,2,0,20,20,20,20
1,2,0,20,20,20,20
1,2,0,20,20,20,20
1,2,0,20,20,20,20
1,2,0,20,20,20,20
1,2,0,20,20,20,20
1,2,1,20,20,20,20
1,2,1,20,20,20,20
1,2,0,20,20,20,20
1,2,0,20,20,20,20
1,2,1,20,20,20,20
1,2,1,20,20,20,20
1,2,1,20,20,20,20
1,2,0,20,20,20,20
1,2,1,20,20,20,20
1,2,0,20,20,20,20
1,2,0,35,10,20,15
1,2,0,35,10,20,15
1,2,0,35,10,20,15
1,2,0,35,10,20,15
1,2,0,35,10,20,15
1,2,0,35,10,20,15
1,2,1,35,10,20,15
1,2,0,35,10,20,15
1,2,0,35,10,20,15
1,2,0,35,10,20,15
1,2,1,35,10,20,15
1,2,0,35,10,20,15
1,2,0,35,10,20,15
1,2,0,35,10,20,15
1,2,1,35,10,20,15
1,2,0,35,10,20,15
1,2,0,35,10,20,15
1,2,1,35,10,20,15
1,2,0,35,10,20,15
1,2,0,25,10,35,15
1,2,0,25,10,35,15
1,2,0,25,10,35,15
1,2,0,25,10,35,15
1,2,0,25,10,35,15
1,2,0,25,10,35,15
1,2,0,25,10,35,15
1,2,0,25,10,35,15
1,2,0,25,10,35,15
1,2,0,25,10,35,15
1,2,0,25,10,35,15
1,2,0,25,10,35,15
1,2,0,25,10,35,15
1,2,0,25,10,35,15
1,2,0,25,10,35,15
1,2,1,25,10,35,15
1,2,0,25,10,35,15
1,2,0,25,10,35,15
1,2,0,25,10,35,15
1,2,0,15,20,15,30
1,2,0,15,20,15,30
1,2,0,15,20,15,30
1,2,0,15,20,15,30
1,2,0,15,20,15,30
1,2,0,15,20,15,30
1,2,0,15,20,15,30
1,2,0,15,20,15,30
1,2,0,15,20,15,30
1,2,0,15,20,15,30
1,2,0,15,20,15,30
1,2,0,15,20,15,30
1,2,0,15,20,15,30
1,2,0,15,20,15,30
1,2,0,15,20,15,30
1,2,0,15,20,15,30
1,2,1,15,20,15,30
1,2,0,15,20,15,30
1,2,0,15,20,15,30
1,2,0,40,15,20,10
1,2,0,40,15,20,10
1,2,0,40,15,20,10
1,2,0,40,15,20,10
1,2,0,40,15,20,10
1,2,0,40,15,20,10
1,2,0,40,15,20,10
1,2,0,40,15,20,10
1,2,0,40,15,20,10
1,2,0,40,15,20,10
1,2,0,40,15,20,10
1,2,0,40,15,20,10
1,2,0,40,15,20,10
1,2,0,40,15,20,10
1,2,1,40,15,20,10
1,2,0,40,15,20,10
1,2,0,40,15,20,10
1,2,0,40,15,20,10
1,2,0,40,15,20,10
1,2,0,40,20,20,20
1,2,0,40,20,20,20
1,2,0,40,20,20,20
1,2,0,40,20,20,20
1,2,0,40,20,20,20
1,2,0,40,20,20,20
1,2,0,40,20,20,20
1,2,0,40,20,20,20
1,2,0,40,20,20,20
1,2,0,40,20,20,20
1,2,0,40,20,20,20
1,2,0,40,20,20,20
1,2,0,40,20,20,20
1,2,0,40,20,20,20
1,2,0,40,20,20,20
1,2,0,40,20,20,20
1,2,0,40,20,20,20
1,2,0,40,20,20,20
1,2,0,40,20,20,20
1,2,0,20,25,25,10
1,2,0,20,25,25,10
1,2,0,20,25,25,10
1,2,0,20,25,25,10
1,2,0,20,25,25,10
1,2,0,20,25,25,10
1,2,0,20,25,25,10
1,2,0,20,25,25,10
1,2,0,20,25,25,10
1,2,1,20,25,25,10
1,2,1,20,25,25,10
1,2,0,20,25,25,10
1,2,0,20,25,25,10
1,2,0,20,25,25,10
1,2,0,20,25,25,10
1,2,0,20,25,25,10
1,2,0,20,25,25,10
1,2,1,20,25,25,10
1,2,0,20,25,25,10
0,3,0,17,18,18,15
0,3,0,17,18,18,15
0,3,0,17,18,18,15
0,3,1,17,18,18,15
0,3,1,17,18,18,15
0,3,0,17,18,18,15
0,3,0,17,18,18,15
0,3,0,17,18,18,15
0,3,0,17,18,18,15
0,3,0,17,18,18,15
0,3,0,10,20,20,20
0,3,0,10,20,20,20
0,3,0,10,20,20,20
0,3,0,10,20,20,20
0,3,0,10,20,20,20
0,3,1,10,20,20,20
0,3,0,10,20,20,20
0,3,0,10,20,20,20
0,3,0,10,20,20,20
0,3,0,10,20,20,20
0,3,1,5,20,25,15
0,3,0,5,20,25,15
0,3,0,5,20,25,15
0,3,0,5,20,25,15
0,3,0,5,20,25,15
0,3,0,5,20,25,15
0,3,0,5,20,25,15
0,3,0,5,20,25,15
0,3,0,5,20,25,15
0,3,0,5,20,25,15
0,3,0,15,15,20,15
0,3,0,15,15,20,15
0,3,0,15,15,20,15
0,3,0,15,15,20,15
0,3,0,15,15,20,15
0,3,1,15,15,20,15
0,3,0,15,15,20,15
0,3,0,15,15,20,15
0,3,0,15,15,20,15
0,3,1,15,15,20,15
0,3,0,30,10,20,20
0,3,1,30,10,20,20
0,3,0,30,10,20,20
0,3,1,30,10,20,20
0,3,0,30,10,20,20
0,3,0,30,10,20,20
0,3,0,30,10,20,20
0,3,0,30,10,20,20
0,3,1,30,10,20,20
0,3,0,30,10,20,20
0,3,0,5,15,45,25
0,3,1,5,15,45,25
0,3,0,5,15,45,25
0,3,0,5,15,45,25
0,3,0,5,15,45,25
0,3,0,5,15,45,25
0,3,0,5,15,45,25
0,3,0,5,15,45,25
0,3,0,5,15,45,25
0,3,0,5,15,45,25
0,3,0,10,25,25,10
0,3,0,10,25,25,10
0,3,0,10,25,25,10
0,3,0,10,25,25,10
0,3,0,10,25,25,10
0,3,0,10,25,25,10
0,3,0,10,25,25,10
0,3,0,10,25,25,10
0,3,0,10,25,25,10
0,3,1,10,25,25,10
0,3,0,17,17,17,17
0,3,0,17,17,17,17
0,3,0,17,17,17,17
0,3,0,17,17,17,17
0,3,0,17,17,17,17
0,3,0,17,17,17,17
0,3,0,17,17,17,17
0,3,0,17,17,17,17
0,3,0,17,17,17,17
0,3,0,17,17,17,17
1,3,0,20,25,15,15
1,3,0,20,25,15,15
1,3,0,20,25,15,15
1,3,0,20,25,15,15
1,3,1,20,25,15,15
1,3,0,20,25,15,15
1,3,0,20,25,15,15
1,3,0,20,25,15,15
1,3,0,20,25,15,15
1,3,0,20,25,15,15
1,3,0,20,15,20,20
1,3,0,20,15,20,20
1,3,0,20,15,20,20
1,3,0,20,15,20,20
1,3,0,20,15,20,20
1,3,0,20,15,20,20
1,3,1,20,15,20,20
1,3,1,20,15,20,20
1,3,0,20,15,20,20
1,3,0,20,15,20,20
1,3,0,21,17,22,20
1,3,0,21,17,22,20
1,3,0,21,17,22,20
1,3,0,21,17,22,20
1,3,0,21,17,22,20
1,3,0,21,17,22,20
1,3,0,21,17,22,20
1,3,0,21,17,22,20
1,3,0,21,17,22,20
1,3,0,21,17,22,20
1,3,1,50,10,30,10
1,3,0,50,10,30,10
1,3,0,50,10,30,10
1,3,0,50,10,30,10
1,3,0,50,10,30,10
1,3,0,50,10,30,10
1,3,1,50,10,30,10
1,3,0,50,10,30,10
1,3,0,50,10,30,10
1,3,0,50,10,30,10
1,3,1,25,10,20,20
1,3,0,25,10,20,20
1,3,0,25,10,20,20
1,3,0,25,10,20,20
1,3,0,25,10,20,20
1,3,0,25,10,20,20
1,3,0,25,10,20,20
1,3,0,25,10,20,20
1,3,0,25,10,20,20
1,3,0,25,10,20,20
1,3,0,60,15,0,15
1,3,1,60,15,0,15
1,3,1,60,15,0,15
1,3,0,60,15,0,15
1,3,0,60,15,0,15
1,3,1,60,15,0,15
1,3,0,60,15,0,15
1,3,0,60,15,0,15
1,3,0,60,15,0,15
1,3,0,60,15,0,15
1,3,0,21,20,19,20
1,3,0,21,20,19,20
1,3,0,21,20,19,20
1,3,0,21,20,19,20
1,3,0,21,20,19,20
1,3,0,21,20,19,20
1,3,0,21,20,19,20
1,3,0,21,20,19,20
1,3,0,21,20,19,20
1,3,0,21,20,19,20
1,3,0,30,10,20,30
1,3,0,30,10,20,30
1,3,0,30,10,20,30
1,3,0,30,10,20,30
1,3,0,30,10,20,30
1,3,0,30,10,20,30
1,3,0,30,10,20,30
1,3,0,30,10,20,30
1,3,0,30,10,20,30
1,3,0,30,10,20,30
1,3,0,30,0,30,30
1,3,0,30,0,30,30
1,3,1,30,0,30,30
1,3,0,30,0,30,30
1,3,0,30,0,30,30
1,3,0,30,0,30,30
1,3,1,30,0,30,30
1,3,0,30,0,30,30
1,3,0,30,0,30,30
1,3,0,30,0,30,30
1,3,0,20,20,20,20
1,3,0,20,20,20,20
1,3,0,20,20,20,20
1,3,0,20,20,20,20
1,3,0,20,20,20,20
1,3,1,20,20,20,20
1,3,0,20,20,20,20
1,3,0,20,20,20,20
1,3,1,20,20,20,20
1,3,0,20,20,20,20
0,4,1,10,10,30,20
0,4,0,10,10,30,20
0,4,0,10,10,30,20
0,4,0,10,10,30,20
0,4,0,10,10,30,20
0,4,0,10,10,30,20
0,4,0,10,10,30,20
0,4,0,10,10,30,20
0,4,0,10,10,30,20
0,4,0,10,10,30,20
0,4,0,10,10,30,20
